date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1947-09-01,2410.501754385964,2591.22734367603,2545.1733998891905,2946,2681.336189240796,2630.703128844552,2863.7753410396176,,
1947-10-01,1941.4491228070167,2114.317078452459,2074.077482088585,2082,1988.4688297132527,2093.597527732729,2029.6152359782675,,
1947-11-01,1761.9228070175432,1926.933125937961,1892.249464606396,2033,1919.9896794612755,1741.7666614193508,1480.942472020927,,
1947-12-01,1523.3964912280694,1680.5491727802937,1651.1630316531505,1937,1678.9805585546237,1677.8859347553462,1537.454216226242,,
1948-01-01,1346.610087719297,1496.3962330191175,1500.1185014670027,1711,1439.3447146133478,1753.5357886832237,1652.0117303249667,,
1948-02-01,1328.978508771929,1471.889230006443,1480.4244806376864,1775,1547.2517498367208,1739.437567935572,1669.05535660378,,
1948-03-01,1465.6627192982446,1601.698014332574,1614.8201357448786,1902,1574.1293976732104,1888.1827194795085,1883.1534693139088,1972.255844928933,1926.0496447515156
1948-04-01,1573.715350877192,1702.875218855802,1720.3580983675274,1846,1712.94625613206,1983.3162362584417,1939.414730605256,1965.2077776186552,1887.2497140495148
1948-05-01,1636.610087719297,1758.894527902221,1780.5120527161591,2083,1848.1260182695248,1983.9057651298165,1892.8240743112904,2015.5355067383657,1863.4183278324908
1948-06-01,1791.0837719298238,1906.4927826208984,1932.018840896037,2262,1811.068676889536,2158.2066304630985,2084.893448401107,2424.4744858631075,2265.4727309741393
1948-07-01,2181.2942982456134,2289.827876740585,2319.036357644003,2193,2474.8215543355946,2554.7160044305515,2533.9061811109787,2359.073541826468,2415.9099108447663
1948-08-01,3286.083771929824,3387.741912175916,3420.406708223216,3792,3260.1095834181824,3127.638201003202,3224.9487829434315,3968.0454167379567,3664.9418672998054
1948-09-01,2536.2942982456134,2631.077012156072,2666.9719978968324,2343,2802.5786448824297,3252.58707489919,3492.9799395664736,2808.073884261492,2984.137382679619
1948-10-01,2067.241666666666,2155.148951222553,2194.048016138538,2313,2107.899848329632,2329.5981921141965,2224.277276172519,1778.0672838479368,1437.8881294894472
1948-11-01,1887.715350877192,1968.747202998108,2010.4242366325425,2179,2037.6413720403648,2212.224623916176,2132.6864065828886,2014.340903926257,2225.0459394036116
1948-12-01,1649.1890350877184,1723.3454541304927,1767.574343589372,1975,1794.8850360843917,2040.1687921261075,2016.65124398696,2064.639740338306,2045.7245091726477
1949-01-01,1472.4026315789465,1540.174718659369,1614.7986552471816,1880,1553.5340880817605,1933.985643342884,1838.4356306677512,1946.737616686485,1704.6241813906172
1949-02-01,1454.7710526315782,1516.6499199367477,1593.405778195705,1930,1659.758130231745,1924.1423549711635,1896.268407631131,1920.0382763384189,1902.8991330630233
1949-03-01,1591.4552631578938,1647.4409085529314,1726.1348790146185,2060,1684.984895982813,2053.185689511821,2049.0046827920355,1982.7815379669228,2018.8474781187156
1949-04-01,1699.507894736841,1749.6003173662118,1830.0385892828715,1843,1822.182983344207,2121.548427216812,2077.09260700994,2044.2205330800784,1966.9025076717985
1949-05-01,1762.4026315789465,1806.6018307026832,1888.5905932109888,2052,1955.7760853721832,2138.687668806006,2074.2585815882458,2085.3814693783934,2040.8154228500416
1949-06-01,1916.8763157894728,1955.1822897114127,2038.527732904235,2039,1917.164194870672,2266.9621484368,2213.790710950878,2220.651094997744,2189.644815341353
1949-07-01,2307.0868421052623,2339.499588121153,2424.007903099451,2351,2579.394634183176,2466.5137574813493,2433.34039241493,2249.044692701502,1931.9628214173354
1949-08-01,3411.8763157894728,3438.395827846536,3523.873209059796,3394,3363.1923361201752,3112.6185945619177,3251.9181201241045,3762.607581117476,3909.9215692619655
1949-09-01,2662.0868421052623,2682.7131321167444,2768.9657560484266,3581,2904.2031814268003,2846.6459543004885,3016.640934569319,2548.4353384914266,1907.1780330123238
1949-10-01,2193.034210526315,2207.7672754732785,2294.601333539029,2489,2208.0982797043475,2984.594223440351,3097.2310394574865,2640.605934145344,3519.3448277620664
1949-11-01,2013.5078947368413,2022.3477315388857,2109.569415215811,2468,2136.445809233392,2447.2105980837378,2336.367524001349,2469.6987478975752,2323.4895344115284
1949-12-01,1774.9815789473676,1777.9281869613233,1865.343685289302,2134,1892.3275900836964,2239.320614258432,2176.2384981414443,2226.1934964846605,2219.070577977526
1950-01-01,1598.1951754385957,1595.7396557802526,1711.2244619976548,1903,1649.64686987531,2070.4824509311165,1995.815824848671,2046.4588016074367,2002.4748894882382
1950-02-01,1580.5635964912271,1573.1970613476833,1688.5203519306024,1719,1754.573250807506,2033.9567299616112,1989.7650353954875,1992.470344726052,1915.0539780956979
1950-03-01,1717.247807017543,1704.9702542539198,1819.9705216678235,1617,1778.5344663287517,2029.4061071961075,2031.4423562616864,2074.5844593709203,1810.0252129783798
1950-04-01,1825.3004385964905,1808.1118673572528,1922.6276027882648,1818,1914.4991144482904,1992.4547221399064,1940.655237709302,1683.141804259445,1357.509379626962
1950-05-01,1888.195175438596,1866.0955849837767,1979.965279502454,2067,2046.8908882223784,2110.0116713746493,2077.5738377445828,1980.5450024229017,1986.5326322385736
1950-06-01,2042.668859649122,2015.6582482825595,2128.7203939156534,2457,2007.1097804549447,2224.1421048950897,2178.556972238542,2195.6997235199237,2023.2119432086447
1950-07-01,2432.879385964912,2400.957750982352,2513.050840764705,2600,2668.2031134894933,2698.725168540335,2700.5676431352485,2317.670010183856,2729.258623732332
1950-08-01,3537.668859649122,3500.836194997788,3611.798725312768,3530,3450.895820136504,3306.456967995082,3381.3386982588304,3950.114521213787,3612.1437164702256
1950-09-01,2787.879385964912,2746.1357035580486,2855.806152822998,2693,2990.8337811411075,3577.912782447563,3732.599047539773,2955.789534250798,3674.0454345615444
1950-10-01,2318.8267543859643,2272.172051204635,2380.3889127690813,2448,2293.6881061045992,2725.543317076077,2701.1937008081422,2185.362043995556,1562.8286294956051
1950-11-01,2139.3004385964905,2087.734711560295,2194.3364788352283,2250,2221.026973307556,2495.276899870172,2469.3638873067343,2356.63328220858,2380.871070154204
1950-12-01,1900.7741228070167,1844.297371272785,1949.1225352319643,1972,1975.9322028197373,2192.076661085717,2177.622693083818,2083.927275864969,1880.782038651816
1951-01-01,1723.9877192982449,1663.091044381767,1794.0474001974453,1682,1732.307042261196,2002.6536193907416,1950.7759584536268,1834.4339849892567,1698.8347702868946
1951-02-01,1706.3561403508763,1641.5306542392505,1770.4196803214036,1730,1836.321093831204,1840.2046706665635,1781.4902031863971,1632.1512663734024,1456.1350227669136
1951-03-01,1843.040350877192,1774.286051435539,1900.9785421835163,1814,1859.402090978227,1878.8975871882817,1831.8217273083785,1650.0431531642243,1591.0827566140788
1951-04-01,1951.09298245614,1878.409868828925,2002.7766173627328,1900,1994.5186317115104,2021.3924378814409,1963.862264144633,1735.5211881898458,1981.6270840454417
1951-05-01,2013.9877192982449,1937.3757907455013,2059.287590069578,2051,2126.094409087309,2188.512920383572,2144.1525720750883,2059.4323092802038,2114.699481869694
1951-06-01,2168.461403508771,2087.9206583343366,2207.248302409316,2290,2085.5294159095542,2435.181010205791,2411.998725209681,2243.0639720915124,2399.3102258622666
1951-07-01,2558.6719298245607,2474.202365324182,2590.8166491187885,2599,2745.870974521748,2744.4341156470264,2769.0959779411105,2505.690404479523,2396.5596318112193
1951-08-01,3663.461403508771,3575.0630136296704,3688.8347354611537,3428,3527.844017734369,3174.0527430359903,3294.647160296792,3447.221818801014,3485.8732154984755
1951-09-01,2913.6719298245607,2821.344726479984,2932.1446666995694,2262,3067.094426292552,3072.884291689687,3229.347003890204,3216.806776688809,2553.471171557675
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2369.2933097975874,2483.5509210914006,2411.6696728695124,2018.5965940809676,1971.832790344134
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969816,2103,2296.0088465300546,2264.662465362382,2225.986411534261,1945.350122515054,2011.906079328326
1951-12-01,2026.5666666666657,1922.4530070648784,2023.562371896384,1825,2050.322856559715,2022.963487717205,1997.8971869980023,1810.473888536565,1788.6269865216896
1952-01-01,1849.7802631578936,1742.228884463913,1867.9189483255773,1670,1806.138587506618,1861.170430536143,1764.938496807098,1564.4544369281916,1498.6233230197545
1952-02-01,1832.1486842105253,1721.650698611449,1843.755241847132,1681,1909.6256415700368,1841.2098938175805,1792.8236390046306,1574.520393196577,1681.46926318212
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407223,1713,1932.2117521984385,1931.991998367332,1891.2066494756857,1586.8698042319584,1728.1090612599678
1952-04-01,2076.8855263157884,1960.4943217812288,2075.137111485298,1954,2066.8655174010664,1986.95592812284,1919.102824479128,1792.4934808245737,1761.3966541436248
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391385,1876,2198.010630234177,2135.9430138505127,2108.394112461623,2064.0757810885334,2066.101766494521
1952-06-01,2294.25394736842,2171.969519866745,2278.7629368642474,2272,2157.0470835016995,2269.715557738094,2207.809387753812,2292.972049805392,2075.1671450320846
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640725,2612,2817.022199547137,2684.39435850522,2733.690019122273,2496.1662001117747,2542.912595390935
1952-08-01,3789.25394736842,3661.076283742184,3759.63271798398,3590,3598.6609111809707,3034.7348630131014,3180.8044930512924,3402.31706455876,3404.2509184408864
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,3137.60909914833,2886.170529707977,3044.3978895033097,2527.949162726716,2386.925616540566
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2439.537873050512,2457.4120650397954,2393.7043620233776,2391.274556499628,2439.75006286389
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2366.01541116809,2268.818424125736,2220.647157778897,2195.558485689039,2266.447247696229
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615834,2090,2120.123533570828,2050.985174066736,2018.2979385608191,2020.759905111632,2026.2695548128067
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610767,1812,1875.765487878776,1941.2403823671848,1864.1554159885368,1841.8684165104205,1899.4912266596425
1953-02-01,1957.9412280701745,1813.5571944642784,1913.178514986811,1788,1979.1108762912056,1874.60763595522,1816.670486556127,1852.2640728521565,1785.680339791339
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184653,1837,2001.587432256585,1953.9523878268485,1912.3950347339205,1915.464999225719,1782.776016247462
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634986,1993,2136.1637537841584,2052.1593362767467,2005.7203847073936,2021.0194374229975,2040.4598131588214
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979469006,2021,2267.26353393018,2106.013694969407,2054.827335105389,2065.683179986679,1878.8823790057395
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759472,2199,2226.2867654985803,2347.070659818835,2295.872143032577,2381.239722657475,2379.6677918888254
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809541,2622,2886.280770832864,2725.7064562485552,2744.8082131663805,2609.9441725559764,2502.3814918682037
1953-08-01,3915.0464912280695,3758.8760053353294,3828.844151360269,3787,3667.970482743508,3177.8127733100177,3314.049780571981,3529.749554751544,3562.8670645633956
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748103,2914,3207.001781975645,3138.628777513312,3318.8876987075246,2554.2235968120904,2658.2049218104366
1953-10-01,2696.204385964911,2536.1050872824926,2595.6720062268514,2487,2509.0457781305704,2807.735699686661,2800.505973695462,2726.686745161452,2823.4722302575283
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2435.6706494888604,2485.0704908958696,2428.4612879268525,2482.9406570020947,2346.306580140659
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2189.958216120277,2199.9500823455032,2166.385387604843,2056.640816530725,2022.9697407527556
1954-01-01,2101.365350877192,1935.8639190700976,2007.4137882829648,2124,1945.8117256448693,2028.9013016174065,1971.4214185565304,1891.643382800355,1823.4797567884925
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219466,2214,2049.4007802619103,2033.03707997002,2026.19105455527,2047.092538308435,2064.485182565391
1954-03-01,2220.41798245614,2052.952151864186,2113.551655695768,2234,2072.153113419868,2174.380675377069,2188.848615258069,2188.910692110557,2226.4006779970173
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2207.037323127985,2286.803059071249,2266.3896934127683,2397.59239757924,2352.122449476591
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151467,2423,2338.477102442518,2315.142286720397,2265.411107100132,2251.754149424397,2268.2185590246163
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2297.8724441673967,2499.836850700852,2447.1650391086537,2605.205970226212,2565.8619716450103
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2958.270670646124,2829.5950049824346,2804.0615208735744,2862.1593079036884,2674.277827797877
1954-08-01,4040.83903508772,3868.462178409106,3901.120514069046,4485,3740.39671468918,3470.152845207704,3597.9199930266404,3981.396229431487,4032.4244751788383
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731528,3085,3279.896457041695,3673.9962981629214,3872.9269081491984,3287.061570222675,3578.824075375662
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565392,2852,2582.4410073049653,2987.9649928185554,2943.684387109554,2942.9117598776284,2619.307587847654
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254848,2629,2509.598543759568,2676.099494107129,2617.409691671754,2725.3903657133005,2638.247975982541
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2264.4508864752606,2443.8852404484246,2406.714500256829,2468.03760941908,2419.0397735099414
1955-01-01,2227.157894736841,2050.3611135941374,2082.340037070268,2227,2020.9012830720976,2363.956025364919,2329.934162620479,2317.528387179341,2384.7066654321407
1955-02-01,2209.526315789473,2032.729540611831,2058.894110024121,1944,2125.1193357493503,2325.677504838712,2333.4940390187808,2340.9693424101115,2280.7609346313748
1955-03-01,2346.210526315788,2169.41375496833,2189.7639724516566,2125,2148.532777955486,2325.7768251266166,2315.9242316487484,2142.592934682514,1920.7045226493192
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931824,2260,2284.110207699748,2439.76092366238,2433.3009864959445,2276.4975961192904,2131.3817480372963
1955-05-01,2517.157894736841,2340.361128598713,2349.082644675149,2299,2416.275318038392,2506.5639892681565,2495.5662249826355,2357.0249417504983,2367.072366267861
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2376.4281017753483,2571.794534825655,2489.2800867127867,2347.4866481199406,2126.1053455940746
1955-07-01,3061.842105263157,2885.0453374978147,2882.138159003904,2659,3037.61588125412,3131.217731142353,3110.9317016651185,2907.7742384582943,2897.8383659660713
1955-08-01,4166.631578947367,3989.8348029635135,3981.113284589334,3761,3820.563589285187,3754.421975214944,3838.056719249932,4038.965598575899,4201.126857440494
1955-09-01,3416.842105263157,3240.045332974037,3225.509462806343,2779,3360.91710661368,3511.0659716520336,3662.3643359255457,2743.660015664742,2319.006149540981
1955-10-01,2947.789473684209,2770.992702070887,2750.642483128615,2761,2664.3475428408947,3020.899582131253,3010.1388367292698,2463.58547505373,2504.066223863534
1955-11-01,2768.263157894736,2591.4663838768097,2565.301819240361,2446,2592.423076247408,2805.4576845698443,2810.4035509360133,2441.98325304631,2502.5168669468394
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2348.22552690298,2515.250351415169,2511.828518927324,2272.578167906351,2211.4674019857957
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2105.658142427661,2304.385953692786,2280.039945259221,2063.447005838523,2027.2643983615962
1956-02-01,2335.318859649122,2159.9953909065543,2144.4893888797983,1881,2210.890525020725,2077.89622216376,2024.8083840048007,1821.3105596980472,1553.7857770684868
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2235.3504081306387,2206.753643751831,2197.4447551124595,1944.7964647125275,2025.146232394461
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037021,2199,2372.006389766645,2380.812380307344,2404.223831950189,2142.348317926136,2265.165504155204
1956-05-01,2642.95043859649,2470.5735917635943,2437.91525380593,2308,2505.282162985,2421.243424734733,2413.0806431948618,2292.6481602948625,2198.643085226663
1956-06-01,2797.424122807017,2626.029480802693,2587.718303877142,2529,2466.5777205896343,2532.013347209393,2488.5244332262905,2228.112918046335,2293.3254092735024
1956-07-01,3187.634649122806,3017.222209242801,2973.290497987497,2573,3128.940384924051,2957.702340982496,2976.3122812425195,2774.352124124238,2828.197313496232
1956-08-01,4292.424122807017,4122.993878998552,4073.4739414001583,3946,3913.095088798729,3325.365659051212,3406.807220003608,4060.843442770124,3635.9859821580912
1956-09-01,3542.634649122806,3374.186613299129,3319.110739378278,3200,3454.6877129588,3400.25902344146,3576.161313368269,2806.723760822857,2927.25330353965
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955448,2574,2759.3893670055595,3125.9280195888728,3163.217424095915,2876.90077444511,3150.773692761102
1956-11-01,2894.055701754385,2727.5720727820067,2661.4812411361663,2422,2688.768229219583,2644.655755118025,2584.352714553315,2486.6485372491134,2220.9850902811995
1956-12-01,2655.5293859649114,2490.027958234812,2418.478102810672,2446,2445.9061196706334,2365.2563045605884,2348.3878613890824,2227.893366873413,2214.1951078477805
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657213,2828,2204.706285978759,2209.9319194209165,2185.179672707968,2091.8702211722702,2013.1088430786695
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2311.338330343234,2396.6857138532428,2448.903042626644,2407.069535848132,2799.793246121806
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2337.229986212525,2644.438169918069,2700.4151369310034,2905.136984827648,3132.1258777540716
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835,2475.349851595876,2707.216070106063,2694.903124787476,2853.957148452495,2792.8030470769936
1957-05-01,2768.7429824561395,2612.5725064091066,2542.604358086516,2585,2610.121619549542,2760.901971816561,2732.732582005642,2897.5513764678635,2907.7133962417593
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237773,2787,2572.9452828774542,2735.434636675598,2659.6898078148392,2817.877905297498,2770.0395253719726
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534066,3334,3236.8681639231163,3037.611242141992,3023.917481850935,3066.490056054574,2794.2682633492996
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980542,4746,4022.6151954970055,3794.098203268124,3884.902627346028,4598.273226424709,4673.783806836753
1957-09-01,3668.427192982456,3520.114345104851,3430.1190039263583,3613,3565.8322583442537,3972.813147176359,4106.600753538059,3770.81687168409,3965.558286897667
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845204,3463,2872.190462066158,3317.438892245936,3278.386154500387,3358.173752999255,2949.400064929272
1957-11-01,3019.8482456140346,2875.4642131678343,2775.842897421288,3274,2803.257984943294,3089.131054134892,3029.660385678864,3140.227955865856,3273.7428461289637
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651354,2801,2562.1166470454205,3011.887588220732,2966.9218768136334,3198.6634411760806,3268.577951805244
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,2322.669695992591,2950.3760707935107,2920.5510497589294,3015.647233898224,3147.1023577549004
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2431.086733984077,2812.294607818969,2799.3892474652616,2715.9089328706305,2495.965443831541
1958-03-01,2723.588157894736,2589.517273164552,2499.5854581810704,2428,2458.7954944683465,2806.0963291527178,2821.5219132565253,2707.301458926191,2261.7675731257714
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2598.764575454642,2840.7696325252227,2845.802993299504,2657.630920441685,2422.052267139613
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959275,2744,2735.4176699992195,2854.9654639491205,2838.562465056755,2613.690048175185,2389.614996762837
1958-06-01,3049.009210526315,2923.7781701544536,2821.0547836058267,2772,2700.154770906009,3102.7329683230723,3042.371757274884,2952.827128616708,2906.780124947314
1958-07-01,3439.2197368421043,3316.935307174668,3210.141879122634,3520,3366.023200518515,3622.677665454788,3565.8739863939218,3085.3079625306946,3281.226799959013
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809508,3833,4153.747891647216,4291.748214663574,4285.592189263007,4557.493740505441,4894.646201631156
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296083,3377,3698.974725037243,3953.5217687580607,3974.076873185364,3274.4537088830198,2653.614921859158
1958-10-01,3325.167105263157,3211.7225103582127,3093.300389956618,3013,3007.3748102898912,3688.948744142144,3676.39863652976,2906.6835564745124,3183.2101462888986
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747475,2871,2940.5163256857363,3315.070435048789,3313.836157474833,2852.617668510902,2786.8259848868493
1958-12-01,2907.1144736842098,2799.5630990672043,2673.8730489945247,2592,2701.481091294542,2929.474858766748,2943.2135585103747,2579.71740776787,2350.033588754788
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541025,2375,2464.172354736357,2639.9219750397187,2630.3850825492727,2609.4389480750306,2234.4089888668877
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2574.7597182104546,2533.8365956968164,2520.811562570272,2358.949675008916,2231.428895589892
1959-03-01,2849.380701754385,2753.1246821912214,2645.425726841539,2464,2604.670915165301,2602.361622509588,2591.705324161954,2262.9825896095645,2310.4518836565258
1959-04-01,2957.4333333333325,2865.106133905028,2754.3061899280224,2557,2746.8745436101417,2799.825995698264,2810.6061060832194,2511.748669102958,2680.2500297711467
1959-05-01,3020.328070175437,2931.9296901420253,2818.157966013192,2739,2885.79429660123,2877.6455282884067,2865.2400590837733,2421.826462673021,2583.8061864724987
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202312,2714,2852.8301669424977,3102.640008328244,3081.9004744080453,2771.0584830533,2732.6587222234575
1959-07-01,3565.0122807017533,3484.471533361547,3365.1438782322225,3102,3521.029476977448,3506.67641622885,3503.618588241988,3294.38921096169,3419.1960176756957
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366084,3961,4311.11715951656,3706.876170473379,3758.0948880279634,4096.696249395777,3375.088129073898
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670505,3772,3858.739095304964,3787.628988835105,3884.399011893373,3243.8098446354616,3465.0494345116604
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088106,3245,3169.566393943957,3581.6387678457604,3622.044721303996,3226.7241118635084,3379.556128407441
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755723,3104,3105.167233714114,3227.395157250613,3214.5541289854605,3136.503953173662,3065.8349655739075
1959-12-01,3032.9070175438587,2972.010346704348,2841.0540046778624,2869,2868.623434685197,2933.325402428933,2933.322067999,2693.5769136677945,2788.7427198482146
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253837,2513,2633.838244477257,2697.695857293648,2684.077293815664,2496.7203729793346,2617.0899942485485
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393228,2385,2746.9812652895644,2548.454668928199,2517.177722978665,2474.9297271366595,2407.362034509668
1960-03-01,2975.1732456140344,2928.5185426985217,2820.3016796757124,2756,2779.48023057059,2607.303089565304,2601.625780871336,2536.353133182487,2507.228284779476
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680238,2927,2924.303738329574,2857.9722013731684,2894.7603404988904,2860.189641374744,2812.4922199108914
1960-05-01,3146.120614035087,3109.287959229431,2998.3254266173326,2940,3065.875481622776,3038.7646082029955,3055.517673387244,3068.0907629429967,3073.9422086982477
1960-06-01,3300.594298245613,3268.6726654287395,3156.5795645922594,3180,3035.5954532541205,3115.1830688416267,3074.599956149651,2925.468997796253,2877.3216280436545
1960-07-01,3690.804824561402,3663.794211029058,3550.73205434186,3791,3706.510975567114,3546.0605118340486,3519.4850199687285,3659.8518246975273,3532.371411167922
1960-08-01,4795.594298245614,4773.49469794502,4659.6250011292905,4093,4499.346981372237,4119.843438093832,4120.807627056549,4369.986949818151,4617.18633142305
1960-09-01,4045.804824561402,4028.616249405807,3914.100510217712,4309,4049.74935141462,4083.878202258272,4091.5857963455487,3852.532619190846,3868.5676808741828
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808057,3532,3363.3891952955564,3933.3221929268257,3946.670133226011,3658.159265917132,3745.203337351315
1960-11-01,3397.225877192982,3389.8593432091056,3274.536057402786,3408,3301.834691295625,3524.977976853387,3488.680763231211,3519.8667358157945,3353.480470207096
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394176,2839,3068.1676594845853,3208.640992209407,3206.18615858058,3169.9706993263358,3134.9879624426103
1961-01-01,2981.913157894736,2984.85976183163,2897.44427729313,2792,2836.29134748249,2762.7238613661325,2711.545270048491,2723.2670553641456,2443.7058052667626
1961-02-01,2964.2815789473675,2973.121414589639,2885.8997356893847,2798,2952.3753574886096,2731.5459082495154,2711.53240331519,2658.561616784178,2625.69615508919
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162614,3007,2987.847422951413,2959.2364317798324,2961.2915157076045,3067.374063412337,3135.9360534851676
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3135.6761418801425,3179.737601065584,3190.492944016009,3119.961552508721,3140.8182704120727
